@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
3447,92702,374713,69469,463116,0.130437,0.198329,0.571631,0.198329,0.428369,0.294486,0.162171,1.222963,0.544872
3448,92689,374726,69457,463128,0.130415,0.198301,0.571639,0.198301,0.428361,0.294456,0.162146,1.22298,0.544882
3449,92656,374759,69430,463155,0.130364,0.198231,0.571647,0.198231,0.428353,0.294379,0.162086,1.222997,0.544974
3450,92640,374775,69420,463165,0.130345,0.198196,0.57164,0.198196,0.42836,0.294341,0.16206,1.222982,0.545
3451,92622,374793,69404,463181,0.130315,0.198158,0.571649,0.198158,0.428351,0.294299,0.162026,1.223001,0.545037
3452,92559,374856,69354,463231,0.130221,0.198023,0.571659,0.198023,0.428341,0.294152,0.161913,1.223022,0.545045
3453,92536,374879,69329,463256,0.130175,0.197974,0.571686,0.197974,0.428314,0.294101,0.161865,1.223081,0.545113
3454,92474,374941,69275,463310,0.130073,0.197841,0.571713,0.197841,0.428287,0.293958,0.161749,1.223138,0.545339
3455,92366,375049,69208,463377,0.129947,0.19761,0.571664,0.19761,0.428336,0.293697,0.161574,1.223033,0.545385
3456,92277,375138,69133,463452,0.129807,0.19742,0.571693,0.19742,0.428307,0.29349,0.16141,1.223096,0.545455
3457,92061,375354,68962,463623,0.129485,0.196958,0.571726,0.196958,0.428274,0.292984,0.161023,1.223165,0.545558
3458,92021,375394,68912,463673,0.129392,0.196872,0.571797,0.196872,0.428203,0.292898,0.160933,1.223318,0.545576
3459,91979,375436,68865,463720,0.129303,0.196782,0.571852,0.196782,0.428148,0.292806,0.160844,1.223436,0.545589
3460,91650,375765,68583,464002,0.128774,0.196078,0.57198,0.196078,0.42802,0.292043,0.160233,1.223708,0.5456
3461,91614,375801,68565,464020,0.12874,0.196001,0.571948,0.196001,0.428052,0.291953,0.160179,1.22364,0.545623
3462,91311,376104,68326,464259,0.128291,0.195353,0.571991,0.195353,0.428009,0.291239,0.159637,1.223734,0.545705
3463,91163,376252,68166,464419,0.127991,0.195037,0.572168,0.195037,0.427832,0.29091,0.159329,1.224112,0.545714
3464,91067,376348,68101,464484,0.127869,0.194831,0.572144,0.194831,0.427856,0.290678,0.159168,1.22406,0.545753
3465,90628,376787,67740,464845,0.127191,0.193892,0.572262,0.193892,0.427738,0.289647,0.158368,1.224313,0.545817
3466,90564,376851,67692,464893,0.127101,0.193755,0.572263,0.193755,0.427737,0.289494,0.158256,1.224314,0.545852
3467,90531,376884,67670,464915,0.12706,0.193684,0.572253,0.193684,0.427747,0.289414,0.158201,1.224293,0.545872
3468,90490,376925,67634,464951,0.126992,0.193597,0.572272,0.193597,0.427728,0.289318,0.158124,1.224335,0.545894
3469,90463,376952,67606,464979,0.126939,0.193539,0.572301,0.193539,0.427699,0.289258,0.158069,1.224395,0.54591
3470,90421,376994,67566,465019,0.126864,0.193449,0.572332,0.193449,0.427668,0.289161,0.157987,1.224462,0.545918
3471,90410,377005,67558,465027,0.126849,0.193426,0.572331,0.193426,0.427669,0.289135,0.157968,1.22446,0.545946
3472,90352,377063,67489,465096,0.12672,0.193301,0.572424,0.193301,0.427576,0.289008,0.157841,1.224659,0.546025
3473,90318,377097,67458,465127,0.126661,0.193229,0.572444,0.193229,0.427556,0.288929,0.157776,1.224703,0.546154
3474,90308,377107,67449,465136,0.126645,0.193207,0.57245,0.193207,0.42755,0.288906,0.157757,1.224715,0.546185
3475,90255,377160,67413,465172,0.126577,0.193094,0.572437,0.193094,0.427563,0.288778,0.157668,1.224687,0.546196
3476,90202,377213,67369,465216,0.126494,0.192981,0.572453,0.192981,0.427547,0.288653,0.157571,1.224721,0.54622
3477,89928,377487,67119,465466,0.126025,0.192394,0.572618,0.192394,0.427382,0.288018,0.157047,1.225075,0.54623
3478,89883,377532,67079,465506,0.12595,0.192298,0.572642,0.192298,0.427358,0.287913,0.156962,1.225125,0.546269
3479,89852,377563,67059,465526,0.125912,0.192232,0.57263,0.192232,0.42737,0.287837,0.156911,1.2251,0.546279
3480,89822,377593,67033,465552,0.125863,0.192168,0.572644,0.192168,0.427356,0.287767,0.156855,1.225129,0.546296
3481,89807,377608,67025,465560,0.125848,0.192135,0.572632,0.192135,0.427368,0.287729,0.156832,1.225104,0.546335
3482,89740,377675,66946,465639,0.1257,0.191992,0.572738,0.191992,0.427262,0.287582,0.156686,1.22533,0.546392
3483,89705,377710,66909,465676,0.125631,0.191917,0.572778,0.191917,0.427222,0.287503,0.156614,1.225416,0.546451
3484,89376,378039,66595,465990,0.125041,0.191213,0.57303,0.191213,0.42697,0.286744,0.155971,1.225955,0.546512
3485,89342,378073,66569,466016,0.124992,0.191141,0.573032,0.191141,0.426968,0.286662,0.155911,1.22596,0.546559
3486,89326,378089,66554,466031,0.124964,0.191106,0.573043,0.191106,0.426957,0.286625,0.15588,1.225984,0.54656
3487,89191,378224,66440,466145,0.12475,0.190818,0.573093,0.190818,0.426907,0.286306,0.155631,1.22609,0.546649
3488,89146,378269,66410,466175,0.124694,0.190721,0.57308,0.190721,0.42692,0.286196,0.155556,1.226062,0.546667
3489,89141,378274,66402,466183,0.124679,0.190711,0.573096,0.190711,0.426904,0.286186,0.155543,1.226096,0.546685
3490,89003,378412,66284,466301,0.124457,0.190415,0.573152,0.190415,0.426848,0.285861,0.155287,1.226216,0.546763
3491,88991,378424,66275,466310,0.12444,0.19039,0.573152,0.19039,0.426848,0.285832,0.155266,1.226216,0.546789
3492,88973,378442,66254,466331,0.124401,0.190351,0.57318,0.190351,0.42682,0.285792,0.155227,1.226276,0.546798
3493,88945,378470,66231,466354,0.124358,0.190291,0.573188,0.190291,0.426812,0.285725,0.155176,1.226293,0.546816
3494,88898,378517,66186,466399,0.124273,0.190191,0.573225,0.190191,0.426775,0.285617,0.155084,1.226372,0.546845
3495,88697,378718,66046,466539,0.12401,0.189761,0.573189,0.189761,0.426811,0.285127,0.154743,1.226296,0.546875
3496,88685,378730,66032,466553,0.123984,0.189735,0.573208,0.189735,0.426792,0.2851,0.154717,1.226336,0.54689
3497,88624,378791,65972,466613,0.123871,0.189605,0.573262,0.189605,0.426738,0.28496,0.154596,1.226452,0.546912
3498,88496,378919,65880,466705,0.123699,0.189331,0.57325,0.189331,0.42675,0.284649,0.154376,1.226426,0.546961
3499,88472,378943,65866,466719,0.123672,0.189279,0.573235,0.189279,0.426765,0.284589,0.154338,1.226395,0.54703
3500,88398,379017,65814,466771,0.123575,0.189121,0.573224,0.189121,0.426776,0.284408,0.154212,1.22637,0.547038
3501,88369,379046,65780,466805,0.123511,0.189059,0.57327,0.189059,0.42673,0.284344,0.154149,1.226469,0.547135
3502,88327,379088,65753,466832,0.12346,0.188969,0.573254,0.188969,0.426746,0.28424,0.15408,1.226435,0.54717
3503,88303,379112,65735,466850,0.123426,0.188918,0.573255,0.188918,0.426745,0.284182,0.154038,1.226436,0.547311
3504,87991,379424,65490,467095,0.122966,0.18825,0.573302,0.18825,0.426698,0.283432,0.153481,1.226538,0.54736
3505,87907,379508,65429,467156,0.122852,0.188071,0.573297,0.188071,0.426703,0.283228,0.153336,1.226526,0.547368
3506,87890,379525,65409,467176,0.122814,0.188034,0.573324,0.188034,0.426676,0.28319,0.153299,1.226585,0.547414
3507,87858,379557,65390,467195,0.122779,0.187966,0.573306,0.187966,0.426694,0.28311,0.153248,1.226546,0.547425
3508,87813,379602,65338,467247,0.122681,0.187869,0.573375,0.187869,0.426625,0.283009,0.153151,1.226694,0.547505
3509,87732,379683,65267,467318,0.122548,0.187696,0.573416,0.187696,0.426584,0.282818,0.152999,1.22678,0.547507
3510,87579,379836,65134,467451,0.122298,0.187369,0.573488,0.187369,0.426512,0.282455,0.152713,1.226934,0.54755
3511,87544,379871,65100,467485,0.122234,0.187294,0.573517,0.187294,0.426483,0.282373,0.152644,1.226998,0.547619
3512,87475,379940,65027,467558,0.122097,0.187146,0.573599,0.187146,0.426401,0.282215,0.152502,1.227173,0.547656
3513,87413,380002,64970,467615,0.12199,0.187014,0.57364,0.187014,0.42636,0.282069,0.152383,1.227261,0.547672
3514,87374,380041,64945,467640,0.121943,0.18693,0.573625,0.18693,0.426375,0.281973,0.152319,1.227229,0.547684
3515,87304,380111,64868,467717,0.121798,0.18678,0.573719,0.18678,0.426281,0.281814,0.152172,1.22743,0.547739
3516,87207,380208,64797,467788,0.121665,0.186573,0.573715,0.186573,0.426285,0.281577,0.152004,1.227421,0.547761
3517,87167,380248,64755,467830,0.121586,0.186487,0.573762,0.186487,0.426238,0.281485,0.151922,1.227521,0.547797
3518,87093,380322,64689,467896,0.121462,0.186329,0.573803,0.186329,0.426197,0.28131,0.151782,1.22761,0.547826
3519,87066,380349,64668,467917,0.121423,0.186271,0.573807,0.186271,0.426193,0.281244,0.151734,1.227617,0.547841
3520,86998,380417,64606,467979,0.121306,0.186126,0.57385,0.186126,0.42615,0.281083,0.151604,1.22771,0.547872
3521,86990,380425,64597,467988,0.12129,0.186109,0.573862,0.186109,0.426138,0.281065,0.151587,1.227735,0.547945
3522,86944,380471,64555,468030,0.121211,0.18601,0.573892,0.18601,0.426108,0.280957,0.151499,1.227799,0.548006
3523,86895,380520,64524,468061,0.121152,0.185905,0.573871,0.185905,0.426129,0.280835,0.151419,1.227755,0.548023
3524,86880,380535,64519,468066,0.121143,0.185873,0.573848,0.185873,0.426152,0.280795,0.151399,1.227705,0.548084
3525,86630,380785,64311,468274,0.120753,0.185339,0.573933,0.185339,0.426067,0.280195,0.150941,1.227887,0.548159
3526,86588,380827,64271,468314,0.120677,0.185249,0.573966,0.185249,0.426034,0.280096,0.150859,1.227959,0.548228
3527,85990,381425,63768,468817,0.119733,0.183969,0.574193,0.183969,0.425807,0.278658,0.149758,1.228444,0.548246
3528,85976,381439,63757,468828,0.119712,0.183939,0.574195,0.183939,0.425805,0.278624,0.149733,1.228449,0.548276
3529,85954,381461,63733,468852,0.119667,0.183892,0.574225,0.183892,0.425775,0.278573,0.149687,1.228512,0.548285
3530,85800,381615,63612,468973,0.11944,0.183563,0.574251,0.183563,0.425749,0.278198,0.149412,1.228568,0.548338
3531,85568,381847,63417,469168,0.119074,0.183066,0.57434,0.183066,0.42566,0.277638,0.148985,1.228758,0.548387
3532,85514,381901,63359,469226,0.118965,0.182951,0.574409,0.182951,0.425591,0.277513,0.148873,1.228906,0.548438
3533,85473,381942,63325,469260,0.118901,0.182863,0.574423,0.182863,0.425577,0.277414,0.148798,1.228936,0.548485
3534,85459,381956,63313,469272,0.118879,0.182833,0.574429,0.182833,0.425571,0.27738,0.148772,1.228949,0.548523
3535,85407,382008,63257,469328,0.118774,0.182722,0.574497,0.182722,0.425503,0.27726,0.148664,1.229094,0.548628
3536,85376,382039,63236,469349,0.118734,0.182656,0.574489,0.182656,0.425511,0.277183,0.148612,1.229078,0.548665
3537,85228,382187,63125,469460,0.118526,0.182339,0.574495,0.182339,0.425505,0.276819,0.148353,1.229089,0.548673
3538,85216,382199,63110,469475,0.118498,0.182313,0.574518,0.182313,0.425482,0.276792,0.148326,1.22914,0.548718
3539,85199,382216,63089,469496,0.118458,0.182277,0.574551,0.182277,0.425449,0.276754,0.148288,1.229209,0.548753
3540,85174,382241,63067,469518,0.118417,0.182224,0.574564,0.182224,0.425436,0.276693,0.148241,1.229238,0.54878
3541,85149,382266,63043,469542,0.118372,0.18217,0.574586,0.18217,0.425414,0.276634,0.148192,1.229284,0.548803
3542,85116,382299,63012,469573,0.118314,0.182099,0.574611,0.182099,0.425389,0.276556,0.148128,1.229338,0.548837
3543,85104,382311,62997,469588,0.118285,0.182074,0.574635,0.182074,0.425365,0.276529,0.148101,1.229389,0.548845
3544,85076,382339,62966,469619,0.118227,0.182014,0.574675,0.182014,0.425325,0.276464,0.148042,1.229474,0.548936
3545,85058,382357,62956,469629,0.118208,0.181975,0.574662,0.181975,0.425338,0.276419,0.148014,1.229447,0.54902
3546,85013,382402,62906,469679,0.118114,0.181879,0.574727,0.181879,0.425273,0.276315,0.147919,1.229586,0.549074
3547,84950,382465,62848,469737,0.118006,0.181744,0.574771,0.181744,0.425229,0.276165,0.147798,1.22968,0.54908
3548,84927,382488,62826,469759,0.117964,0.181695,0.57479,0.181695,0.42521,0.27611,0.147753,1.229722,0.549094
3549,84791,382624,62719,469866,0.117763,0.181404,0.574815,0.181404,0.425185,0.275777,0.14751,1.229775,0.549114
3550,84753,382662,62683,469902,0.117696,0.181323,0.574846,0.181323,0.425154,0.275686,0.147436,1.229841,0.549125
3551,84663,382752,62602,469983,0.117544,0.18113,0.574902,0.18113,0.425098,0.27547,0.147265,1.229961,0.549145
3552,84601,382814,62550,470035,0.117446,0.180998,0.574926,0.180998,0.425074,0.275319,0.147151,1.230013,0.549153
3553,84459,382956,62419,470166,0.1172,0.180694,0.575028,0.180694,0.424972,0.27498,0.146878,1.230231,0.549242
3554,84447,382968,62395,470190,0.117155,0.180668,0.575088,0.180668,0.424912,0.274957,0.146842,1.230357,0.54929
3555,84136,383279,62133,470452,0.116663,0.180003,0.575214,0.180003,0.424786,0.2742,0.146269,1.230628,0.549296
3556,84103,383312,62111,470474,0.116622,0.179932,0.575205,0.179932,0.424795,0.274117,0.146214,1.230608,0.549356
3557,84090,383325,62097,470488,0.116595,0.179904,0.575222,0.179904,0.424778,0.274086,0.146187,1.230645,0.549376
3558,83831,383584,61861,470724,0.116152,0.17935,0.575399,0.17935,0.424601,0.273463,0.145692,1.231023,0.549407
3559,83763,383652,61804,470781,0.116045,0.179205,0.575426,0.179205,0.424574,0.273297,0.145567,1.231081,0.549411
3560,83566,383849,61657,470928,0.115769,0.178783,0.575432,0.178783,0.424568,0.272807,0.145223,1.231095,0.549451
3561,83539,383876,61616,470969,0.115692,0.178726,0.575516,0.178726,0.424484,0.272749,0.145155,1.231274,0.549487
3562,83373,384042,61478,471107,0.115433,0.17837,0.575578,0.17837,0.424422,0.272342,0.144851,1.231406,0.549505
3563,83367,384048,61466,471119,0.115411,0.178358,0.575608,0.178358,0.424392,0.272331,0.144833,1.23147,0.549524
3564,83189,384226,61334,471251,0.115163,0.177977,0.575611,0.177977,0.424389,0.271887,0.144523,1.231477,0.549528
3565,83169,384246,61309,471276,0.115116,0.177934,0.575652,0.177934,0.424348,0.271842,0.144478,1.231564,0.54955
3566,83150,384265,61290,471295,0.11508,0.177893,0.575672,0.177893,0.424328,0.271796,0.14444,1.231607,0.549587
3567,83119,384296,61263,471322,0.11503,0.177827,0.575688,0.177827,0.424312,0.271721,0.144382,1.231642,0.549618
3568,83110,384305,61252,471333,0.115009,0.177808,0.575706,0.177808,0.424294,0.2717,0.144362,1.23168,0.549679
3569,82908,384507,61095,471490,0.114714,0.177376,0.575738,0.177376,0.424262,0.271199,0.144003,1.231749,0.549708
3570,82863,384552,61067,471518,0.114662,0.177279,0.575717,0.177279,0.424283,0.271084,0.14393,1.231705,0.549735
3571,82541,384874,60751,471834,0.114068,0.17659,0.576034,0.17659,0.423966,0.270313,0.143292,1.232381,0.549801
3572,82481,384934,60692,471893,0.113957,0.176462,0.576093,0.176462,0.423907,0.270169,0.143173,1.232509,0.549849
3573,82465,384950,60668,471917,0.113912,0.176428,0.576142,0.176428,0.423858,0.270134,0.143133,1.232614,0.55
3574,82423,384992,60629,471956,0.113839,0.176338,0.576175,0.176338,0.423825,0.270033,0.143052,1.232684,0.550023
3575,82306,385109,60534,472051,0.113661,0.176088,0.576211,0.176088,0.423789,0.269743,0.14284,1.232761,0.550063
3576,82260,385155,60503,472082,0.113603,0.175989,0.5762,0.175989,0.4238,0.269626,0.142763,1.232737,0.550075
3577,82226,385189,60471,472114,0.113542,0.175916,0.576228,0.175916,0.423772,0.269544,0.142697,1.232797,0.550107
3578,82198,385217,60437,472148,0.113479,0.175857,0.576282,0.175857,0.423718,0.26948,0.142635,1.232913,0.550269
3579,82144,385271,60374,472211,0.11336,0.175741,0.576376,0.175741,0.423624,0.269354,0.142518,1.233115,0.550291
3580,81987,385428,60221,472364,0.113073,0.175405,0.576529,0.175405,0.423471,0.268976,0.142208,1.233441,0.550336
3581,81962,385453,60187,472398,0.113009,0.175352,0.576592,0.175352,0.423408,0.26892,0.142149,1.233577,0.550366
3582,81893,385522,60123,472462,0.112889,0.175204,0.576646,0.175204,0.423354,0.268752,0.142016,1.233692,0.550459
3583,81869,385546,60100,472485,0.112846,0.175153,0.576668,0.175153,0.423332,0.268694,0.141969,1.233739,0.550465
3584,81778,385637,60027,472558,0.112709,0.174958,0.576693,0.174958,0.423307,0.268468,0.141805,1.233793,0.550473
3585,81735,385680,59989,472596,0.112637,0.174866,0.57672,0.174866,0.42328,0.268362,0.141724,1.233849,0.550505
3586,81726,385689,59981,472604,0.112622,0.174847,0.576725,0.174847,0.423275,0.26834,0.141707,1.233861,0.550562
3587,81651,385764,59893,472692,0.112457,0.174686,0.576859,0.174686,0.423141,0.268166,0.141544,1.234148,0.55059
3588,81532,385883,59795,472790,0.112273,0.174432,0.576903,0.174432,0.423097,0.26787,0.141327,1.234242,0.55063
3589,81384,386031,59683,472902,0.112063,0.174115,0.576917,0.174115,0.423083,0.267498,0.141067,1.234272,0.550633
3590,81362,386053,59666,472919,0.112031,0.174068,0.576921,0.174068,0.423079,0.267443,0.141028,1.23428,0.550708
3591,81218,386197,59542,473043,0.111798,0.17376,0.576996,0.17376,0.423004,0.267088,0.14076,1.234441,0.550725
3592,81164,386251,59468,473117,0.111659,0.173644,0.577137,0.173644,0.422863,0.266966,0.140632,1.234743,0.550795
3593,81079,386336,59385,473200,0.111503,0.173463,0.577223,0.173463,0.422777,0.26676,0.140464,1.234925,0.550907
3594,81044,386371,59353,473232,0.111443,0.173388,0.577249,0.173388,0.422751,0.266675,0.140397,1.234981,0.550955
3595,81012,386403,59324,473261,0.111389,0.173319,0.577272,0.173319,0.422728,0.266596,0.140336,1.23503,0.55096
3596,80974,386441,59286,473299,0.111317,0.173238,0.577314,0.173238,0.422686,0.266504,0.14026,1.23512,0.550962
3597,80879,386536,59230,473355,0.111212,0.173035,0.577258,0.173035,0.422742,0.266258,0.140109,1.235,0.55102
3598,80877,386538,59229,473356,0.11121,0.17303,0.577256,0.17303,0.422744,0.266253,0.140106,1.234996,0.551084
3599,80601,386814,58964,473621,0.110713,0.17244,0.577516,0.17244,0.422484,0.26558,0.139565,1.235553,0.551111
3600,80522,386893,58911,473674,0.110613,0.172271,0.577496,0.172271,0.422504,0.265378,0.139433,1.23551,0.55116
3601,80473,386942,58865,473720,0.110527,0.172166,0.577538,0.172166,0.422462,0.265258,0.139338,1.2356,0.551282
3602,80459,386956,58859,473726,0.110516,0.172136,0.57752,0.172136,0.42248,0.26522,0.139318,1.235563,0.55137
3603,80438,386977,58842,473743,0.110484,0.172091,0.577527,0.172091,0.422473,0.265168,0.13928,1.235577,0.551382
3604,80373,387042,58757,473828,0.110324,0.171952,0.577683,0.171952,0.422317,0.265019,0.13913,1.23591,0.551402
3605,80370,387045,58753,473832,0.110317,0.171946,0.57769,0.171946,0.42231,0.265012,0.139123,1.235926,0.551448
3606,79805,387610,58220,474365,0.109316,0.170737,0.578192,0.170737,0.421808,0.263626,0.138025,1.237,0.551471
3607,79730,387685,58157,474428,0.109198,0.170576,0.578227,0.170576,0.421773,0.263439,0.137887,1.237074,0.551515
3608,79709,387706,58141,474444,0.109168,0.170532,0.57823,0.170532,0.42177,0.263385,0.13785,1.23708,0.551591
3609,79508,387907,57974,474611,0.108854,0.170102,0.578316,0.170102,0.421684,0.262881,0.137482,1.237264,0.551654
3610,79266,388149,57747,474838,0.108428,0.169584,0.578529,0.169584,0.421471,0.262284,0.137013,1.23772,0.55168
3611,79073,388342,57586,474999,0.108125,0.169171,0.578615,0.169171,0.421385,0.261799,0.136659,1.237905,0.551724
3612,79000,388415,57522,475063,0.108005,0.169015,0.578661,0.169015,0.421339,0.261617,0.136522,1.238003,0.551821
3613,78965,388450,57483,475102,0.107932,0.16894,0.578719,0.16894,0.421281,0.261533,0.136448,1.238126,0.551852
3614,78926,388489,57440,475145,0.107851,0.168856,0.578781,0.168856,0.421219,0.261439,0.136366,1.238259,0.551867
3615,78914,388501,57427,475158,0.107827,0.168831,0.578799,0.168831,0.421201,0.26141,0.136341,1.238297,0.551887
3616,78903,388512,57419,475166,0.107812,0.168807,0.578799,0.168807,0.421201,0.261382,0.136322,1.238297,0.551899
3617,78890,388525,57400,475185,0.107776,0.168779,0.578839,0.168779,0.421161,0.261353,0.13629,1.238384,0.551954
3618,78710,388705,57248,475337,0.107491,0.168394,0.578929,0.168394,0.421071,0.2609,0.135958,1.238576,0.552
3619,78693,388722,57221,475364,0.10744,0.168358,0.578991,0.168358,0.421009,0.260863,0.135914,1.238709,0.552048
3620,78625,388790,57150,475435,0.107307,0.168212,0.579083,0.168212,0.420917,0.260697,0.135775,1.238906,0.552058
3621,78531,388884,57068,475517,0.107153,0.168011,0.579141,0.168011,0.420859,0.260462,0.135599,1.23903,0.552065
3622,78481,388934,57003,475582,0.107031,0.167904,0.579264,0.167904,0.420736,0.260345,0.135484,1.239293,0.552083
