@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
2037,181930,285485,154299,378286,0.289717,0.389226,0.54109,0.389226,0.45891,0.452763,0.336229,1.157621,0.476889
2038,181778,285637,154158,378427,0.289452,0.388901,0.541109,0.388901,0.458891,0.452549,0.335936,1.157663,0.47691
2039,181671,285744,153997,378588,0.28915,0.388672,0.541222,0.388672,0.458778,0.452434,0.335668,1.157905,0.476923
2040,181550,285865,153873,378712,0.288917,0.388413,0.541257,0.388413,0.458743,0.452271,0.335423,1.157979,0.477064
2041,181547,285868,153866,378719,0.288904,0.388406,0.541264,0.388406,0.458736,0.452269,0.335413,1.157995,0.477099
2042,181536,285879,153850,378735,0.288874,0.388383,0.541275,0.388383,0.458725,0.452257,0.335386,1.158018,0.477124
2043,181519,285896,153833,378752,0.288842,0.388347,0.541279,0.388347,0.458721,0.452233,0.335352,1.158027,0.477149
2044,181429,285986,153741,378844,0.288669,0.388154,0.541304,0.388154,0.458696,0.452112,0.33517,1.158081,0.477157
2045,181412,286003,153731,378854,0.288651,0.388118,0.541297,0.388118,0.458703,0.452084,0.335143,1.158066,0.477163
2046,181369,286046,153694,378891,0.288581,0.388026,0.541298,0.388026,0.458702,0.452022,0.335063,1.158068,0.477169
2047,181348,286067,153669,378916,0.288534,0.387981,0.54131,0.387981,0.45869,0.451996,0.335017,1.158093,0.477226
2048,181297,286118,153622,378963,0.288446,0.387872,0.541316,0.387872,0.458684,0.451924,0.334919,1.158106,0.477273
2049,181290,286125,153616,378969,0.288435,0.387857,0.541316,0.387857,0.458684,0.451914,0.334906,1.158106,0.477419
2050,181280,286135,153603,378982,0.28841,0.387835,0.541323,0.387835,0.458677,0.451902,0.334883,1.158122,0.477438
2051,180796,286619,153061,379524,0.287393,0.3868,0.541537,0.3868,0.458463,0.451272,0.333857,1.158579,0.47744
2052,180537,286878,152805,379780,0.286912,0.386246,0.541597,0.386246,0.458403,0.450916,0.333342,1.158707,0.477477
2053,180507,286908,152767,379818,0.286841,0.386181,0.541617,0.386181,0.458383,0.450879,0.333274,1.158751,0.47749
2054,180478,286937,152713,379872,0.286739,0.386119,0.541665,0.386119,0.458335,0.450853,0.333191,1.158853,0.477509
2055,180411,287004,152657,379928,0.286634,0.385976,0.541664,0.385976,0.458336,0.450755,0.333068,1.158851,0.477608
2056,180217,287198,152428,380157,0.286204,0.385561,0.54177,0.385561,0.45823,0.450509,0.332645,1.159077,0.477612
2057,180182,287233,152383,380202,0.28612,0.385486,0.541795,0.385486,0.458205,0.450466,0.332565,1.15913,0.477623
2058,180108,287307,152321,380264,0.286003,0.385328,0.541794,0.385328,0.458206,0.450358,0.332429,1.159128,0.477733
2059,180090,287325,152302,380283,0.285967,0.385289,0.5418,0.385289,0.4582,0.450334,0.332392,1.159141,0.477778
2060,180039,287376,152234,380351,0.28584,0.38518,0.541841,0.38518,0.458159,0.450273,0.332273,1.159228,0.477807
2061,180020,287395,152215,380370,0.285804,0.38514,0.541845,0.38514,0.458155,0.450247,0.332235,1.159238,0.477833
2062,180006,287409,152204,380381,0.285783,0.38511,0.541844,0.38511,0.458156,0.450226,0.33221,1.159235,0.477876
2063,179949,287466,152144,380441,0.285671,0.384988,0.541863,0.384988,0.458137,0.450149,0.332093,1.159277,0.478106
2064,179790,287625,151952,380633,0.28531,0.384647,0.541957,0.384647,0.458043,0.449949,0.331742,1.159478,0.4782
2065,179493,287922,151623,380962,0.284693,0.384012,0.542085,0.384012,0.457915,0.449558,0.331116,1.159751,0.478261
2066,179213,288202,151345,381240,0.284171,0.383413,0.542153,0.383413,0.457847,0.449171,0.330558,1.159896,0.478275
2067,179077,288338,151177,381408,0.283855,0.383122,0.54224,0.383122,0.45776,0.449001,0.330254,1.160083,0.478315
2068,179035,288380,151134,381451,0.283774,0.383032,0.542253,0.383032,0.457747,0.448943,0.330169,1.16011,0.478351
2069,179014,288401,151110,381475,0.283729,0.382987,0.542263,0.382987,0.457737,0.448916,0.330124,1.160132,0.478355
2070,178988,288427,151088,381497,0.283688,0.382932,0.542263,0.382932,0.457737,0.448878,0.330076,1.160132,0.478412
2071,178881,288534,150984,381601,0.283493,0.382703,0.542285,0.382703,0.457715,0.448728,0.329865,1.16018,0.478437
2072,178727,288688,150832,381753,0.283207,0.382373,0.542322,0.382373,0.457678,0.448514,0.329559,1.160257,0.478446
2073,178473,288942,150574,382011,0.282723,0.38183,0.542394,0.38183,0.457606,0.448165,0.329047,1.160411,0.478448
2074,178455,288960,150562,382023,0.2827,0.381791,0.542388,0.381791,0.457612,0.448136,0.329017,1.1604,0.47848
2075,178310,289105,150422,382163,0.282438,0.381481,0.542418,0.381481,0.457582,0.447932,0.328732,1.160462,0.478495
2076,178298,289117,150414,382171,0.282423,0.381455,0.542414,0.381455,0.457586,0.447913,0.328712,1.160455,0.478534
2077,178139,289276,150256,382329,0.282126,0.381115,0.542453,0.381115,0.457547,0.447692,0.328395,1.160539,0.478571
2078,178083,289332,150199,382386,0.282019,0.380995,0.54247,0.380995,0.45753,0.447615,0.328282,1.160574,0.478599
2079,178074,289341,150181,382404,0.281985,0.380976,0.542487,0.380976,0.457513,0.447608,0.328255,1.160611,0.478607
2080,178014,289401,150131,382454,0.281891,0.380848,0.542486,0.380848,0.457514,0.447519,0.328145,1.160608,0.478697
2081,177997,289418,150104,382481,0.28184,0.380811,0.542507,0.380811,0.457493,0.447501,0.328101,1.160653,0.478723
2082,177963,289452,150081,382504,0.281797,0.380739,0.542497,0.380739,0.457503,0.447447,0.328044,1.160633,0.478747
2083,177940,289475,150046,382539,0.281732,0.38069,0.542523,0.38069,0.457477,0.447422,0.327986,1.160688,0.478755
2084,177761,289654,149848,382737,0.28136,0.380307,0.542601,0.380307,0.457399,0.447184,0.327609,1.160855,0.478788
2085,177661,289754,149758,382827,0.281191,0.380093,0.542611,0.380093,0.457389,0.447039,0.327419,1.160875,0.478849
2086,177642,289773,149735,382850,0.281148,0.380052,0.542622,0.380052,0.457378,0.447015,0.327377,1.1609,0.478873
2087,177627,289788,149724,382861,0.281127,0.38002,0.542619,0.38002,0.457381,0.446992,0.327351,1.160894,0.478936
2088,177595,289820,149705,382880,0.281091,0.379951,0.542606,0.379951,0.457394,0.44694,0.3273,1.160866,0.478947
2089,177575,289840,149664,382921,0.281014,0.379909,0.542646,0.379909,0.457354,0.446924,0.327239,1.160952,0.478992
2090,177571,289844,149660,382925,0.281007,0.3799,0.542647,0.3799,0.457353,0.446919,0.327231,1.160954,0.479058
2091,177549,289866,149644,382941,0.280977,0.379853,0.542643,0.379853,0.457357,0.446885,0.327193,1.160945,0.479064
2092,177510,289905,149603,382982,0.2809,0.37977,0.542657,0.37977,0.457343,0.446831,0.327113,1.160974,0.479115
2093,177472,289943,149563,383022,0.280825,0.379688,0.54267,0.379688,0.45733,0.44678,0.327035,1.161002,0.479167
2094,177466,289949,149553,383032,0.280806,0.379675,0.542678,0.379675,0.457322,0.446773,0.327019,1.16102,0.479187
2095,177372,290043,149441,383144,0.280596,0.379474,0.542732,0.379474,0.457268,0.446653,0.326813,1.161136,0.479245
2096,177357,290058,149432,383153,0.280579,0.379442,0.542726,0.379442,0.457274,0.446628,0.326789,1.161123,0.479279
2097,177315,290100,149400,383185,0.280519,0.379352,0.542721,0.379352,0.457279,0.446564,0.326715,1.161111,0.479339
2098,177302,290113,149384,383201,0.280489,0.379325,0.542729,0.379325,0.457271,0.446548,0.326686,1.161129,0.479452
2099,177210,290205,149281,383304,0.280295,0.379128,0.542771,0.379128,0.457229,0.446426,0.326491,1.16122,0.479475
2100,177116,290299,149189,383396,0.280122,0.378927,0.542793,0.378927,0.457207,0.446293,0.326305,1.161265,0.479528
2101,176857,290558,148915,383670,0.279608,0.378373,0.542886,0.378373,0.457114,0.44594,0.325772,1.161464,0.479572
2102,176747,290668,148774,383811,0.279343,0.378137,0.542967,0.378137,0.457033,0.445804,0.325521,1.161637,0.479592
2103,176741,290674,148768,383817,0.279332,0.378124,0.542968,0.378124,0.457032,0.445796,0.325509,1.16164,0.479648
2104,176597,290818,148620,383965,0.279054,0.377816,0.543013,0.377816,0.456987,0.445596,0.325217,1.161736,0.479675
2105,176585,290830,148615,383970,0.279045,0.377791,0.543004,0.377791,0.456996,0.445576,0.3252,1.161718,0.479687
2106,176555,290860,148588,383997,0.278994,0.377726,0.543007,0.377726,0.456993,0.445532,0.325143,1.161724,0.47971
2107,176517,290898,148535,384050,0.278894,0.377645,0.543042,0.377645,0.456958,0.445487,0.325052,1.161799,0.47973
2108,176504,290911,148516,384069,0.278859,0.377617,0.543056,0.377617,0.456944,0.445472,0.32502,1.161828,0.479769
2109,176492,290923,148508,384077,0.278844,0.377592,0.543052,0.377592,0.456948,0.445453,0.325,1.16182,0.479782
2110,176420,290995,148424,384161,0.278686,0.377438,0.543091,0.377438,0.456909,0.445359,0.324844,1.161904,0.479821
2111,176404,291011,148402,384183,0.278645,0.377403,0.543106,0.377403,0.456894,0.44534,0.324806,1.161935,0.479866
2112,176386,291029,148388,384197,0.278618,0.377365,0.543104,0.377365,0.456896,0.445313,0.324774,1.161931,0.479873
2113,176327,291088,148327,384258,0.278504,0.377239,0.543123,0.377239,0.456877,0.445231,0.324654,1.161971,0.479893
2114,176258,291157,148258,384327,0.278374,0.377091,0.543141,0.377091,0.456859,0.445135,0.324516,1.162011,0.479911
2115,176220,291195,148209,384376,0.278282,0.37701,0.54317,0.37701,0.45683,0.445088,0.324429,1.162072,0.48
2116,176105,291310,148108,384477,0.278093,0.376764,0.543177,0.376764,0.456823,0.444919,0.324213,1.162087,0.480059
2117,176066,291349,148068,384517,0.278018,0.37668,0.543189,0.37668,0.456811,0.444864,0.324134,1.162113,0.480088
2118,176019,291396,148018,384567,0.277924,0.37658,0.543206,0.37658,0.456794,0.4448,0.324037,1.16215,0.480094
2119,175766,291649,147745,384840,0.277411,0.376038,0.543308,0.376038,0.456692,0.444456,0.323511,1.162367,0.4801
2120,175720,291695,147706,384879,0.277338,0.37594,0.543308,0.37594,0.456692,0.444388,0.323426,1.162368,0.48014
2121,175636,291779,147608,384977,0.277154,0.37576,0.543354,0.37576,0.456646,0.444277,0.323244,1.162466,0.480144
2122,175622,291793,147588,384997,0.277116,0.37573,0.543368,0.37573,0.456632,0.444261,0.32321,1.162496,0.480176
2123,175612,291803,147569,385016,0.277081,0.375709,0.543386,0.375709,0.456614,0.444252,0.323181,1.162534,0.480198
2124,175584,291831,147549,385036,0.277043,0.375649,0.54338,0.375649,0.45662,0.444208,0.323133,1.162521,0.480226
2125,175555,291860,147505,385080,0.27696,0.375587,0.543413,0.375587,0.456587,0.444176,0.32306,1.162592,0.480247
2126,175516,291899,147462,385123,0.27688,0.375504,0.54343,0.375504,0.45657,0.444123,0.322978,1.162629,0.480263
2127,175504,291911,147452,385133,0.276861,0.375478,0.54343,0.375478,0.45657,0.444105,0.322956,1.162629,0.480278
2128,175491,291924,147425,385160,0.27681,0.37545,0.543457,0.37545,0.456543,0.444095,0.322916,1.162687,0.480359
2129,175440,291975,147374,385211,0.276715,0.375341,0.543471,0.375341,0.456529,0.444023,0.322814,1.162716,0.480374
2130,175415,292000,147353,385232,0.276675,0.375287,0.543471,0.375287,0.456529,0.443986,0.322768,1.162716,0.480379
2131,175384,292031,147299,385286,0.276574,0.375221,0.543518,0.375221,0.456482,0.443955,0.322683,1.162817,0.480392
2132,175311,292104,147238,385347,0.276459,0.375065,0.543517,0.375065,0.456483,0.443846,0.322549,1.162816,0.480447
2133,175271,292144,147205,385380,0.276397,0.374979,0.543516,0.374979,0.456484,0.443785,0.322476,1.162813,0.480519
2134,175253,292162,147189,385396,0.276367,0.374941,0.543518,0.374941,0.456482,0.443759,0.322442,1.162817,0.480684
2135,175154,292261,147087,385498,0.276176,0.374729,0.54355,0.374729,0.45645,0.443621,0.322241,1.162885,0.48073
2136,175130,292285,147067,385518,0.276138,0.374678,0.543549,0.374678,0.456451,0.443585,0.322197,1.162884,0.480769
2137,175052,292363,146998,385587,0.276009,0.374511,0.543555,0.374511,0.456445,0.44347,0.32205,1.162897,0.480899
2138,174991,292424,146947,385638,0.275913,0.37438,0.543555,0.37438,0.456445,0.443378,0.321938,1.162896,0.480952
2139,174981,292434,146939,385646,0.275898,0.374359,0.543554,0.374359,0.456446,0.443363,0.32192,1.162894,0.480978
2140,174928,292487,146897,385688,0.275819,0.374246,0.54355,0.374246,0.45645,0.443282,0.321825,1.162885,0.481013
2141,174899,292516,146869,385716,0.275766,0.374184,0.543556,0.374184,0.456444,0.443241,0.321768,1.162899,0.481032
2142,174872,292543,146830,385755,0.275693,0.374126,0.543584,0.374126,0.456416,0.443209,0.321702,1.162958,0.481064
2143,174736,292679,146679,385906,0.27541,0.373835,0.543646,0.373835,0.456354,0.443026,0.321415,1.163091,0.481132
2144,174725,292690,146667,385918,0.275387,0.373811,0.543651,0.373811,0.456349,0.443011,0.321392,1.163101,0.481183
2145,174701,292714,146643,385942,0.275342,0.37376,0.543657,0.37376,0.456343,0.442977,0.321344,1.163115,0.481203
2146,174663,292752,146609,385976,0.275278,0.373679,0.543661,0.373679,0.456339,0.442921,0.321272,1.163122,0.481227
2147,174564,292851,146487,386098,0.275049,0.373467,0.543727,0.373467,0.456273,0.442794,0.321051,1.163263,0.481283
2148,174541,292874,146464,386121,0.275006,0.373418,0.543733,0.373418,0.456267,0.442761,0.321005,1.163277,0.481328
2149,174529,292886,146448,386137,0.274976,0.373392,0.543743,0.373392,0.456257,0.442747,0.320977,1.163298,0.481366
2150,174459,292956,146396,386189,0.274878,0.373242,0.543732,0.373242,0.456268,0.442638,0.320855,1.163274,0.48139
2151,174436,292979,146370,386215,0.274829,0.373193,0.543743,0.373193,0.456257,0.442607,0.320806,1.163298,0.481434
2152,174183,293232,146084,386501,0.274292,0.372652,0.543868,0.372652,0.456132,0.442267,0.320267,1.163566,0.481481
2153,174153,293262,146068,386517,0.274262,0.372588,0.543853,0.372588,0.456147,0.442217,0.320221,1.163532,0.481562
2154,174118,293297,146045,386540,0.274219,0.372513,0.543842,0.372513,0.456158,0.442161,0.320163,1.163509,0.481618
2155,174108,293307,146033,386552,0.274197,0.372491,0.543848,0.372491,0.456152,0.442148,0.320141,1.163522,0.481651
2156,174044,293371,145967,386618,0.274073,0.372354,0.543869,0.372354,0.456131,0.442058,0.320011,1.163567,0.481675
2157,174029,293386,145957,386628,0.274054,0.372322,0.543864,0.372322,0.456136,0.442034,0.319986,1.163558,0.481713
2158,173883,293532,145793,386792,0.273746,0.37201,0.543935,0.37201,0.456065,0.441837,0.319676,1.163709,0.481752
2159,173839,293576,145759,386826,0.273682,0.371916,0.54393,0.371916,0.45607,0.441769,0.319598,1.163699,0.481771
2160,173820,293595,145746,386839,0.273658,0.371875,0.543925,0.371875,0.456075,0.441739,0.319566,1.163688,0.481797
2161,173691,293724,145629,386956,0.273438,0.371599,0.54394,0.371599,0.45606,0.441549,0.31932,1.16372,0.48189
2162,173655,293760,145586,386999,0.273357,0.371522,0.543962,0.371522,0.456038,0.441502,0.319241,1.163767,0.481891
2163,173603,293812,145542,387043,0.273275,0.371411,0.543963,0.371411,0.456037,0.441423,0.319145,1.163768,0.4819
2164,173528,293887,145462,387123,0.273124,0.37125,0.543992,0.37125,0.456008,0.44132,0.31899,1.163831,0.481941
2165,173397,294018,145315,387270,0.272848,0.37097,0.544055,0.37097,0.455945,0.441142,0.318712,1.163967,0.481982
2166,173383,294032,145304,387281,0.272828,0.37094,0.544054,0.37094,0.455946,0.441121,0.318687,1.163964,0.482014
2167,173372,294043,145297,387288,0.272815,0.370917,0.54405,0.370917,0.45595,0.441103,0.318669,1.163956,0.482059
2168,173337,294078,145248,387337,0.272723,0.370842,0.544084,0.370842,0.455916,0.441061,0.318585,1.164028,0.482079
2169,173292,294123,145217,387368,0.272664,0.370745,0.544073,0.370745,0.455927,0.440989,0.318509,1.164003,0.482201
2170,173276,294139,145201,387384,0.272634,0.370711,0.544077,0.370711,0.455923,0.440966,0.318477,1.164013,0.482203
2171,173208,294207,145125,387460,0.272492,0.370566,0.544109,0.370566,0.455891,0.440874,0.318333,1.164082,0.482213
2172,173192,294223,145109,387476,0.272462,0.370532,0.544114,0.370532,0.455886,0.440851,0.318301,1.164092,0.48227
2173,173035,294380,144974,387611,0.272208,0.370196,0.54412,0.370196,0.45588,0.440616,0.318009,1.164104,0.482301
2174,173026,294389,144961,387624,0.272184,0.370176,0.544129,0.370176,0.455871,0.440605,0.317987,1.164124,0.482353
2175,173020,294395,144944,387641,0.272152,0.370164,0.54415,0.370164,0.45585,0.440603,0.317964,1.164168,0.482412
2176,173008,294407,144936,387649,0.272137,0.370138,0.544146,0.370138,0.455854,0.440583,0.317944,1.164161,0.48242
2177,172848,294567,144733,387852,0.271756,0.369796,0.544264,0.369796,0.455736,0.440379,0.317581,1.164413,0.482428
2178,172829,294586,144713,387872,0.271718,0.369755,0.544271,0.369755,0.455729,0.440353,0.317542,1.164428,0.482456
2179,172824,294591,144707,387878,0.271707,0.369744,0.544274,0.369744,0.455726,0.440346,0.317531,1.164435,0.482517
2180,172765,294650,144617,387968,0.271538,0.369618,0.544344,0.369618,0.455656,0.440279,0.317382,1.164584,0.482529
2181,172668,294747,144497,388088,0.271313,0.36941,0.544411,0.36941,0.455589,0.440154,0.317165,1.164727,0.482543
2182,172506,294909,144291,388294,0.270926,0.369064,0.544532,0.369064,0.455468,0.439947,0.316797,1.164985,0.482558
2183,172494,294921,144284,388301,0.270913,0.369038,0.544526,0.369038,0.455474,0.439927,0.316778,1.164974,0.482618
2184,172435,294980,144231,388354,0.270813,0.368912,0.544533,0.368912,0.455467,0.43984,0.316666,1.164988,0.482738
2185,172356,295059,144150,388435,0.270661,0.368743,0.544558,0.368743,0.455442,0.439728,0.316506,1.165043,0.482759
2186,172310,295105,144073,388512,0.270516,0.368645,0.544625,0.368645,0.455375,0.43968,0.316383,1.165184,0.48289
2187,172295,295120,144062,388523,0.270496,0.368612,0.544622,0.368612,0.455378,0.439656,0.316357,1.165179,0.482916
2188,172259,295156,144035,388550,0.270445,0.368535,0.544617,0.368535,0.455383,0.439599,0.316294,1.165167,0.482936
2189,172128,295287,143915,388670,0.27022,0.368255,0.544635,0.368255,0.455365,0.439406,0.316043,1.165206,0.482955
2190,172116,295299,143905,388680,0.270201,0.36823,0.544635,0.36823,0.455365,0.439388,0.316021,1.165206,0.482986
2191,172077,295338,143862,388723,0.27012,0.368146,0.544653,0.368146,0.455347,0.439334,0.315939,1.165244,0.482993
2192,172028,295387,143807,388778,0.270017,0.368041,0.544677,0.368041,0.455323,0.439267,0.315835,1.165296,0.483042
2193,171918,295497,143705,388880,0.269825,0.367806,0.544694,0.367806,0.455306,0.439105,0.315623,1.165333,0.483051
2194,171916,295499,143700,388885,0.269816,0.367802,0.5447,0.367802,0.4553,0.439104,0.315616,1.165345,0.483092
2195,171908,295507,143696,388889,0.269809,0.367785,0.544695,0.367785,0.455305,0.43909,0.315604,1.165335,0.483108
2196,171879,295536,143662,388923,0.269745,0.367722,0.544712,0.367722,0.455288,0.439051,0.315541,1.165371,0.483134
2197,171646,295769,143381,389204,0.269217,0.367224,0.544861,0.367224,0.455139,0.438744,0.315027,1.165691,0.483168
2198,171623,295792,143352,389233,0.269163,0.367175,0.544878,0.367175,0.455122,0.438715,0.314975,1.165727,0.483221
2199,171601,295814,143338,389247,0.269136,0.367128,0.544871,0.367128,0.455129,0.438679,0.314939,1.165711,0.483254
2200,171585,295830,143330,389255,0.269121,0.367093,0.544861,0.367093,0.455139,0.438651,0.314915,1.165691,0.483333
2201,171551,295864,143289,389296,0.269044,0.367021,0.544883,0.367021,0.455117,0.438606,0.31484,1.165737,0.483395
2202,171409,296006,143122,389463,0.268731,0.366717,0.544967,0.366717,0.455033,0.438416,0.314531,1.165917,0.483412
2203,171373,296042,143077,389508,0.268646,0.36664,0.544993,0.36664,0.455007,0.43837,0.31445,1.165972,0.4835
2204,171301,296114,143002,389583,0.268505,0.366486,0.545019,0.366486,0.454981,0.438268,0.314303,1.166027,0.483516
2205,171295,296120,142997,389588,0.268496,0.366473,0.545019,0.366473,0.454981,0.438259,0.314292,1.166027,0.483579
2206,171249,296166,142948,389637,0.268404,0.366375,0.545037,0.366375,0.454963,0.438194,0.314197,1.166067,0.483607
2207,171236,296179,142930,389655,0.26837,0.366347,0.545049,0.366347,0.454951,0.438179,0.314166,1.166093,0.48366
2208,171229,296186,142922,389663,0.268355,0.366332,0.545053,0.366332,0.454947,0.438169,0.314151,1.166101,0.483777
2209,171129,296286,142825,389760,0.268173,0.366118,0.545077,0.366118,0.454923,0.438024,0.313954,1.166151,0.483804
2210,171080,296335,142767,389818,0.268064,0.366013,0.545106,0.366013,0.454894,0.437958,0.313847,1.166215,0.483806
2211,171047,296368,142728,389857,0.267991,0.365942,0.545126,0.365942,0.454874,0.437914,0.313775,1.166258,0.483871
2212,170983,296432,142670,389915,0.267882,0.365806,0.545134,0.365806,0.454866,0.437818,0.313653,1.166275,0.483965
2213,170964,296451,142656,389929,0.267856,0.365765,0.545131,0.365765,0.454869,0.437788,0.31362,1.166268,0.483974
2214,170930,296485,142624,389961,0.267796,0.365692,0.545137,0.365692,0.454863,0.437738,0.313554,1.166281,0.483996
2215,170822,296593,142526,390059,0.267612,0.365461,0.545151,0.365461,0.454849,0.437577,0.313348,1.166311,0.484006
2216,170715,296700,142417,390168,0.267407,0.365232,0.545185,0.365232,0.454815,0.437424,0.313132,1.166384,0.484014
2217,170641,296774,142356,390229,0.267293,0.365074,0.545184,0.365074,0.454816,0.43731,0.312997,1.166381,0.484043
2218,170631,296784,142343,390242,0.267268,0.365052,0.545192,0.365052,0.454808,0.437297,0.312974,1.166399,0.484106
2219,170530,296885,142240,390345,0.267075,0.364836,0.545225,0.364836,0.454775,0.437153,0.31277,1.166469,0.484127
2220,170521,296894,142233,390352,0.267062,0.364817,0.545224,0.364817,0.454776,0.437139,0.312754,1.166467,0.484146
2221,170396,297019,142110,390475,0.266831,0.36455,0.545257,0.36455,0.454743,0.436957,0.312506,1.166537,0.484163
2222,170380,297035,142102,390483,0.266816,0.364515,0.545247,0.364515,0.454753,0.436929,0.312482,1.166517,0.484182
2223,170336,297079,142055,390530,0.266727,0.364421,0.545265,0.364421,0.454735,0.436868,0.312391,1.166555,0.4842
2224,170218,297197,141946,390639,0.266523,0.364169,0.545284,0.364169,0.454716,0.436692,0.312164,1.166595,0.484211
2225,170179,297236,141892,390693,0.266421,0.364085,0.545321,0.364085,0.454679,0.436644,0.312071,1.166675,0.48423
2226,170150,297265,141863,390722,0.266367,0.364023,0.54533,0.364023,0.45467,0.436602,0.312013,1.166693,0.484252
2227,170130,297285,141841,390744,0.266326,0.363981,0.545339,0.363981,0.454661,0.436574,0.311971,1.166713,0.484315
2228,170061,297354,141767,390818,0.266187,0.363833,0.545368,0.363833,0.454632,0.436477,0.311828,1.166775,0.484375
2229,170035,297380,141732,390853,0.266121,0.363777,0.545391,0.363777,0.454609,0.436445,0.311767,1.166824,0.484472
2230,170029,297386,141721,390864,0.2661,0.363765,0.545402,0.363765,0.454598,0.436439,0.31175,1.166847,0.484496
2231,170012,297403,141695,390890,0.266051,0.363728,0.545422,0.363728,0.454578,0.436419,0.311707,1.166891,0.484536
2232,170002,297413,141687,390898,0.266036,0.363707,0.545422,0.363707,0.454578,0.436404,0.311689,1.16689,0.484565
2233,169943,297472,141645,390940,0.265958,0.363581,0.545409,0.363581,0.454591,0.436309,0.311588,1.166863,0.484581
2234,169853,297562,141538,391047,0.265757,0.363388,0.545465,0.363388,0.454535,0.436188,0.311391,1.166983,0.484848
2235,169833,297582,141516,391069,0.265715,0.363345,0.545475,0.363345,0.454525,0.43616,0.311349,1.167003,0.484882
2236,169679,297736,141380,391205,0.26546,0.363016,0.545488,0.363016,0.454512,0.435927,0.311059,1.167032,0.485075
2237,169670,297745,141371,391214,0.265443,0.362996,0.545491,0.362996,0.454509,0.435914,0.311041,1.167037,0.485106
2238,169638,297777,141342,391243,0.265389,0.362928,0.545495,0.362928,0.454505,0.435866,0.31098,1.167046,0.485159
2239,169518,297897,141227,391358,0.265173,0.362671,0.545521,0.362671,0.454479,0.435689,0.310745,1.167103,0.485194
2240,169455,297960,141157,391428,0.265041,0.362537,0.545552,0.362537,0.454448,0.435602,0.310612,1.167168,0.485199
2241,169340,298075,141044,391541,0.264829,0.36229,0.545582,0.36229,0.454418,0.435434,0.310384,1.167233,0.485294
2242,169330,298085,141032,391553,0.264807,0.362269,0.545589,0.362269,0.454411,0.43542,0.310362,1.167247,0.48538
2243,169301,298114,141013,391572,0.264771,0.362207,0.54558,0.362207,0.45442,0.435373,0.310314,1.167227,0.48542
2244,169273,298142,140990,391595,0.264728,0.362147,0.545579,0.362147,0.454421,0.435329,0.310263,1.167226,0.485459
2245,169253,298162,140959,391626,0.264669,0.362104,0.545604,0.362104,0.454396,0.435306,0.310212,1.16728,0.485701
2246,169125,298290,140830,391755,0.264427,0.36183,0.545644,0.36183,0.454356,0.435121,0.309955,1.167365,0.485714
2247,169080,298335,140789,391796,0.26435,0.361734,0.54565,0.361734,0.45435,0.435053,0.309869,1.167378,0.485806
2248,168860,298555,140496,392089,0.2638,0.361264,0.545844,0.361264,0.454156,0.434774,0.309356,1.167792,0.485847
2249,168743,298672,140378,392207,0.263579,0.361013,0.54588,0.361013,0.45412,0.434604,0.309121,1.16787,0.485849
2250,168723,298692,140352,392233,0.26353,0.36097,0.545897,0.36097,0.454103,0.434579,0.309075,1.167906,0.485876
2251,168713,298702,140343,392242,0.263513,0.360949,0.545898,0.360949,0.454102,0.434564,0.309056,1.167908,0.485897
2252,168660,298755,140284,392301,0.263402,0.360836,0.545924,0.360836,0.454076,0.43449,0.308944,1.167965,0.485915
2253,168650,298765,140279,392306,0.263393,0.360814,0.545918,0.360814,0.454082,0.434472,0.308929,1.167952,0.485968
2254,168538,298877,140160,392425,0.263169,0.360575,0.545964,0.360575,0.454036,0.434313,0.308698,1.16805,0.485981
2255,168420,298995,140030,392555,0.262925,0.360322,0.54602,0.360322,0.45398,0.434148,0.30845,1.168171,0.486022
2256,168399,299016,140006,392579,0.26288,0.360277,0.546032,0.360277,0.453968,0.434119,0.308405,1.168195,0.486111
2257,168387,299028,139989,392596,0.262848,0.360252,0.546044,0.360252,0.453956,0.434104,0.308376,1.168222,0.486284
2258,168294,299121,139898,392687,0.262677,0.360053,0.546069,0.360053,0.453931,0.433967,0.308192,1.168274,0.486301
2259,168285,299130,139888,392697,0.262659,0.360033,0.546073,0.360033,0.453927,0.433955,0.308173,1.168283,0.486339
2260,168264,299151,139871,392714,0.262627,0.359988,0.546072,0.359988,0.453928,0.433922,0.308135,1.168282,0.486381
2261,168236,299179,139832,392753,0.262553,0.359929,0.5461,0.359929,0.4539,0.433887,0.308068,1.168341,0.486446
2262,168212,299203,139785,392800,0.262465,0.359877,0.546148,0.359877,0.453852,0.433865,0.307997,1.168444,0.486486
2263,168185,299230,139759,392826,0.262416,0.359819,0.546154,0.359819,0.453846,0.433825,0.307944,1.168457,0.486567
2264,168169,299246,139740,392845,0.262381,0.359785,0.546165,0.359785,0.453835,0.433803,0.307909,1.168479,0.486577
2265,168135,299280,139718,392867,0.262339,0.359712,0.546154,0.359712,0.453846,0.433747,0.307853,1.168455,0.486598
